company_id,company_name,ticker,country,region,sector,industry,reporting_year,scope1_mt_co2e,scope2_location_mt_co2e,scope2_market_mt_co2e,scope3_total_mt_co2e,scope1_plus_scope2_location_mt,emissions_intensity_mt_per_musd,revenue_usd_millions,reporting_standard,data_source,third_party_verified,net_zero_target_year,notes,data_collection_date
GHG0116,Kyushu Electric Power,9508.T,Japan,Asia-Pacific,Utilities,Electric Power,2022,16.5,0.3,,,16.8,0.004357,3856.0,GHG Protocol,JapanMOE_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0117,Hokuriku Electric Power,9505.T,Japan,Asia-Pacific,Utilities,Electric Power,2022,9.8,0.2,,,10.0,0.005435,1840.0,GHG Protocol,JapanMOE_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0118,Shikoku Electric Power,9507.T,Japan,Asia-Pacific,Utilities,Electric Power,2022,7.4,0.1,,,7.5,0.004934,1520.0,GHG Protocol,JapanMOE_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0119,Tokyo Gas,9531.T,Japan,Asia-Pacific,Utilities,Gas Distribution,2022,4.2,0.6,,,4.8,0.000614,7820.0,GHG Protocol,CDP_2023/JapanMOE_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0120,Tokyo Gas Co.,9531.T,Japan,Asia-Pacific,Utilities,Gas Distribution,2022,4.2,0.6,,,4.8,0.000614,7820.0,GHG Protocol,CDP_2023/JapanMOE_2023,True,2050.0,Duplicate entry — see Batch 2,2024-01-01 to 2025-12-31
GHG0121,Osaka Gas (Daigas),9532.T,Japan,Asia-Pacific,Utilities,Gas Distribution,2022,3.8,0.5,,,4.3,0.000668,6440.0,GHG Protocol,CDP_2023/JapanMOE_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0122,Toho Gas,9533.T,Japan,Asia-Pacific,Utilities,Gas Distribution,2022,1.8,0.3,,,2.1,0.000705,2980.0,GHG Protocol,JapanMOE_2023,False,2050.0,,2024-01-01 to 2025-12-31
GHG0123,Tenaga Nasional (TNB),TNB,Malaysia,Asia-Pacific,Utilities,Electric Power,2022,30.4,0.4,,,30.8,0.00275,11200.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0124,Air New Zealand,AIR.NZ,New Zealand,Asia-Pacific,Transportation,Airlines,2022,2.9,0.0,0.0,,2.9,0.001251,2319.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0125,Wilmar International,F34.SI,Singapore,Asia-Pacific,Consumer Staples,Agri-Food,2022,4.8,1.2,,,6.0,8.2e-05,73000.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2030.0,,2024-01-01 to 2025-12-31
GHG0126,First Resources,FR.SI,Singapore,Asia-Pacific,Consumer Staples,Palm Oil,2022,1.2,0.4,,,1.6,0.002576,621.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2030.0,Palm oil — deforestation risk,2024-01-01 to 2025-12-31
GHG0127,Keppel Corporation,BN4.SI,Singapore,Asia-Pacific,Industrials,Conglomerate,2022,1.2,0.8,,,2.0,0.000233,8600.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2030.0,,2024-01-01 to 2025-12-31
GHG0128,Singapore Airlines,C6L.SI,Singapore,Asia-Pacific,Transportation,Airlines,2022,8.4,0.1,0.1,,8.5,0.00054,15750.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0129,SK Telecom,017670.KS,South Korea,Asia-Pacific,Communication Services,Telecom,2022,0.1,0.3,,,0.4,2.3e-05,17104.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2040.0,,2024-01-01 to 2025-12-31
GHG0130,Hyundai Motor,005380.KS,South Korea,Asia-Pacific,Consumer Discretionary,Automotive,2022,3.1,2.4,,,5.5,5.3e-05,103969.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2045.0,,2024-01-01 to 2025-12-31
GHG0131,Kia,000270.KS,South Korea,Asia-Pacific,Consumer Discretionary,Automotive,2022,1.8,1.6,,,3.4000000000000004,4.6e-05,73124.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2045.0,,2024-01-01 to 2025-12-31
GHG0132,LG Electronics,066570.KS,South Korea,Asia-Pacific,Consumer Discretionary,Electronics,2022,1.8,1.4,,,3.2,5.6e-05,56823.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2030.0,,2024-01-01 to 2025-12-31
GHG0133,SK Innovation (SK Energy),096770.KS,South Korea,Asia-Pacific,Energy,Refining,2022,12.8,1.4,,,14.2,0.002283,6219.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0134,Samsung Electronics,005930.KS,South Korea,Asia-Pacific,Information Technology,Semiconductors,2022,8.1,12.7,0.9,,20.8,8.9e-05,234130.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0135,SK Hynix,000660.KS,South Korea,Asia-Pacific,Information Technology,Semiconductors,2022,3.1,5.8,0.6,,8.9,0.00031,28671.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0136,POSCO Holdings,005490.KS,South Korea,Asia-Pacific,Materials,Steel,2022,75.4,3.1,,,78.5,0.011787,6660.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0137,Hyundai Steel,004020.KS,South Korea,Asia-Pacific,Materials,Steel,2022,22.4,1.5,,,23.9,0.009843,2428.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0138,LG Chem,051910.KS,South Korea,Asia-Pacific,Materials,Chemicals,2022,8.4,3.2,,,11.6,0.001212,9571.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0139,Lotte Chemical,011170.KS,South Korea,Asia-Pacific,Materials,Chemicals,2022,5.6,2.1,,,7.699999999999999,0.001595,4827.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0140,Hanwha Solutions,009830.KS,South Korea,Asia-Pacific,Materials,Chemicals,2022,4.2,1.8,,,6.0,0.001587,3781.0,GHG Protocol,SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0141,Korean Air,003490.KS,South Korea,Asia-Pacific,Transportation,Airlines,2022,10.3,0.1,0.1,,10.4,0.001497,6945.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0142,Asiana Airlines,020560.KS,South Korea,Asia-Pacific,Transportation,Airlines,2022,5.4,0.1,0.0,,5.5,0.001372,4008.0,GHG Protocol,SustainabilityReport_2023,False,,,2024-01-01 to 2025-12-31
GHG0143,KEPCO,015760.KS,South Korea,Asia-Pacific,Utilities,Electric Power,2022,100.5,1.2,,,101.7,0.017299,5879.0,GHG Protocol,KoreaGHGInv_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0144,Korea Western Power,—,South Korea,Asia-Pacific,Utilities,Electric Power,2022,28.6,0.4,,,29.0,,,GHG Protocol,KoreaGHGInv_2023,True,,Subsidiary of KEPCO,2024-01-01 to 2025-12-31
GHG0145,Korea South-East Power (KOSEP),—,South Korea,Asia-Pacific,Utilities,Electric Power,2022,26.4,0.3,,,26.7,,,GHG Protocol,KoreaGHGInv_2023,True,2050.0,KEPCO subsidiary,2024-01-01 to 2025-12-31
GHG0146,Foxconn (Hon Hai),2317.TW,Taiwan,Asia-Pacific,Information Technology,Electronics Manufacturing,2022,2.1,5.4,,,7.5,3.6e-05,208820.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2030.0,,2024-01-01 to 2025-12-31
GHG0147,TSMC,2330.TW,Taiwan,Asia-Pacific,Information Technology,Semiconductors,2022,1.8,9.2,0.8,,11.0,0.000158,69673.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,High Scope 2 from semiconductor fabs,2024-01-01 to 2025-12-31
GHG0148,Formosa Plastics Group,1301.TW,Taiwan,Asia-Pacific,Materials,Chemicals,2022,22.1,4.2,,,26.3,0.002955,8900.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0149,China Steel Corp,2002.TW,Taiwan,Asia-Pacific,Materials,Steel,2022,14.5,1.3,,,15.8,0.003292,4800.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0150,Evergreen Marine,2603.TW,Taiwan,Asia-Pacific,Transportation,Shipping,2022,8.9,0.2,,,9.1,0.000466,19530.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0151,PTT Public Company,PTT.BK,Thailand,Asia-Pacific,Energy,Integrated Oil & Gas,2022,12.4,1.3,,,13.7,0.000163,83800.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0152,Banpu PCL,BANPU.BK,Thailand,Asia-Pacific,Energy,Coal Mining,2022,8.9,0.7,,,9.6,0.003429,2800.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0153,PTT Global Chemical,PTTGC.BK,Thailand,Asia-Pacific,Materials,Chemicals,2022,6.8,1.8,,,8.6,0.000573,15000.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0154,Electricity Generating Authority of Thailand (EGAT),—,Thailand,Asia-Pacific,Utilities,Electric Power,2022,55.0,0.5,,,55.5,,,GHG Protocol (TH),SustainabilityReport_2023,False,2065.0,State-owned,2024-01-01 to 2025-12-31
GHG0155,Glow Energy,—,Thailand,Asia-Pacific,Utilities,Electric Power,2022,9.4,0.2,,,9.6,,,GHG Protocol,SustainabilityReport_2023,False,,Acquired by Gulf Energy,2024-01-01 to 2025-12-31
GHG0156,Vietnam Electricity (EVN),—,Vietnam,Asia-Pacific,Utilities,Electric Power,2022,60.0,,,,60.0,,,GHG Protocol (VN),StatisticalRelease_2023,False,2050.0,State-owned; rapid coal expansion,2024-01-01 to 2025-12-31
GHG0157,OMV Group,OMV,Austria,Europe,Energy,Integrated Oil & Gas,2022,9.8,0.8,,,10.6,0.00017,62330.0,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0158,Voestalpine,VOE,Austria,Europe,Materials,Steel,2022,11.2,0.9,,,12.1,0.001966,6154.0,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0159,Verbund,VER,Austria,Europe,Utilities,Hydroelectric,2022,0.5,0.1,,,0.6,0.000102,5876.0,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2030.0,Mostly hydro — very low Scope 1,2024-01-01 to 2025-12-31
GHG0160,Solvay,SOLB,Belgium,Europe,Materials,Specialty Chemicals,2022,4.2,1.4,,,5.6,0.000411,13640.0,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0161,Umicore,UMI,Belgium,Europe,Materials,Battery Recycling,2022,1.2,0.8,,,2.0,0.000489,4093.0,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2035.0,,2024-01-01 to 2025-12-31
GHG0162,CEZ Group,CEZ,Czech Republic,Europe,Utilities,Electric Power,2022,24.1,0.4,,,24.5,0.003104,7893.0,EU_ETS,CDP_2023/SustainabilityReport_2023,True,2040.0,,2024-01-01 to 2025-12-31
GHG0163,Novo Nordisk,NOVO-B,Denmark,Europe,Health Care,Pharmaceuticals,2022,0.1,0.1,,,0.2,7e-06,26996.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2030.0,,2024-01-01 to 2025-12-31
GHG0164,Maersk (A.P. Moller-Maersk),MAERSK-B,Denmark,Europe,Transportation,Shipping,2022,34.5,0.4,,,34.9,0.000428,81529.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2040.0,World's largest container line,2024-01-01 to 2025-12-31
GHG0165,Orsted,ORSTED,Denmark,Europe,Utilities,Offshore Wind,2022,1.8,0.1,,,1.9,0.000157,12117.0,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2025.0,Transitioning from coal to offshore wind,2024-01-01 to 2025-12-31
GHG0166,Dong Energy/Orsted Heat,—,Denmark,Europe,Utilities,District Energy,2022,0.8,0.1,,,0.9,,,EU_ETS,SustainabilityReport_2023,False,,,2024-01-01 to 2025-12-31
GHG0167,Neste,NESTE,Finland,Europe,Energy,Renewable Fuels,2022,3.4,0.5,,,3.9,0.000152,25715.0,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2035.0,,2024-01-01 to 2025-12-31
GHG0168,Outokumpu,OUT1V,Finland,Europe,Materials,Stainless Steel,2022,4.1,2.3,,,6.4,0.000707,9053.0,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0169,Stora Enso,STERV,Finland,Europe,Materials,Forestry & Paper,2022,3.1,0.6,,,3.7,0.000317,11683.0,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2030.0,,2024-01-01 to 2025-12-31
GHG0170,UPM-Kymmene,UPM,Finland,Europe,Materials,Forestry & Paper,2022,2.8,0.5,,,3.3,0.000274,12036.0,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2030.0,,2024-01-01 to 2025-12-31
GHG0171,Metsä Group,—,Finland,Europe,Materials,Forestry & Paper,2022,1.4,0.3,,,1.7,,,EU_ETS,SustainabilityReport_2023,True,2030.0,Privately held,2024-01-01 to 2025-12-31
GHG0172,Fortum,FORTUM,Finland,Europe,Utilities,Electric Power,2022,4.2,0.2,,,4.4,0.000182,24185.0,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2035.0,,2024-01-01 to 2025-12-31
GHG0173,Orange,ORA,France,Europe,Communication Services,Telecom,2022,0.4,0.7,0.2,,1.1,2.5e-05,43471.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2040.0,,2024-01-01 to 2025-12-31
GHG0174,Michelin,ML,France,Europe,Consumer Discretionary,Tyre & Rubber,2022,1.9,1.1,,,3.0,0.000105,28588.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0175,Renault,RNO,France,Europe,Consumer Discretionary,Automotive,2022,1.8,0.9,0.7,,2.7,5.8e-05,46393.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2040.0,,2024-01-01 to 2025-12-31
GHG0176,LVMH,MC,France,Europe,Consumer Discretionary,Luxury,2022,0.3,0.2,,,0.5,6e-06,79184.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2030.0,,2024-01-01 to 2025-12-31
GHG0177,Danone,BN,France,Europe,Consumer Staples,Food & Dairy,2022,1.4,0.6,0.4,,2.0,7.2e-05,27661.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0178,L'Oreal,OR,France,Europe,Consumer Staples,Personal Care,2022,0.2,0.1,0.1,,0.3,8e-06,38260.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2025.0,Scope 1+2 very low; net zero 2025 target,2024-01-01 to 2025-12-31
GHG0179,TotalEnergies,TTE,France,Europe,Energy,Integrated Oil & Gas,2022,43.2,3.8,,377.0,47.0,0.000178,263310.0,GHG Protocol,CDP_2023/AnnualReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0180,BNP Paribas,BNP,France,Europe,Financials,Banking,2022,0.12,0.07,,,0.19,4e-06,49253.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0181,Sanofi,SAN,France,Europe,Health Care,Pharmaceuticals,2022,0.6,0.3,,,0.8999999999999999,2.1e-05,42997.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2030.0,,2024-01-01 to 2025-12-31
GHG0182,Airbus,AIR,France,Europe,Industrials,Aerospace & Defense,2022,1.1,0.5,,,1.6,2.7e-05,58763.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2035.0,,2024-01-01 to 2025-12-31
GHG0183,Safran,SAF,France,Europe,Industrials,Aerospace Engines,2022,0.7,0.3,,,1.0,5.3e-05,19002.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2030.0,,2024-01-01 to 2025-12-31
GHG0184,Thales,HO,France,Europe,Industrials,Defense Electronics,2022,0.4,0.2,,,0.6000000000000001,3.4e-05,17590.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2030.0,,2024-01-01 to 2025-12-31
GHG0185,Dassault Aviation,AM,France,Europe,Industrials,Aerospace,2022,0.2,0.1,,,0.3,4.1e-05,7256.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2035.0,,2024-01-01 to 2025-12-31
GHG0186,Saint-Gobain,SGO,France,Europe,Materials,Building Materials,2022,14.2,2.1,,,16.3,0.000318,51204.0,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0187,Vicat,VCT,France,Europe,Materials,Cement,2022,13.8,0.5,,,14.3,0.003777,3786.0,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0188,Valourec,VK,France,Europe,Materials,Steel Tubes,2022,2.8,0.9,,,3.7,0.002073,1785.0,EU_ETS/GHG Protocol,SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0189,CMA CGM,—,France,Europe,Transportation,Shipping,2022,26.0,,,,26.0,,,GHG Protocol,SustainabilityReport_2023,False,2050.0,Privately held,2024-01-01 to 2025-12-31
GHG0190,Air France-KLM,AF,France,Europe,Transportation,Airlines,2022,11.9,0.1,0.1,,12.0,0.000455,26370.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0191,Engie,ENGI,France,Europe,Utilities,Gas & Power,2022,29.7,1.2,,,30.9,0.000329,93860.0,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2045.0,,2024-01-01 to 2025-12-31
GHG0192,EDF,EDF.PA,France,Europe,Utilities,Nuclear Power,2022,18.1,0.5,,,18.6,0.00013,143383.0,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,Low Scope 1 relative to size — mostly nuclear,2024-01-01 to 2025-12-31
GHG0193,Electricite de Strasbourg,—,France,Europe,Utilities,Electric Power,2022,1.2,0.1,,,1.3,0.001857,700.0,EU_ETS,AnnualReport_2023,False,,EDF subsidiary,2024-01-01 to 2025-12-31
GHG0194,ENGIE Renewables (subsidiary),—,France,Europe,Utilities,Renewables,2022,0.3,0.1,,,0.4,,,EU_ETS,SustainabilityReport_2023,False,2045.0,,2024-01-01 to 2025-12-31
GHG0195,Deutsche Telekom,DTE,Germany,Europe,Communication Services,Telecom,2022,0.5,0.8,0.3,,1.3,1.1e-05,114390.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2030.0,,2024-01-01 to 2025-12-31
GHG0196,Volkswagen Group,VOW3,Germany,Europe,Consumer Discretionary,Automotive,2022,5.2,2.8,2.1,420.0,8.0,2.7e-05,293485.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0197,BMW Group,BMW,Germany,Europe,Consumer Discretionary,Automotive,2022,2.1,1.5,1.2,182.0,3.6,2.5e-05,142612.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0198,Mercedes-Benz Group,MBG,Germany,Europe,Consumer Discretionary,Automotive,2022,2.0,1.6,1.1,221.0,3.6,2.4e-05,153166.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2039.0,,2024-01-01 to 2025-12-31
GHG0199,Bayer,BAYN,Germany,Europe,Health Care,Pharmaceuticals,2022,1.4,0.7,,,2.1,4.1e-05,50739.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2030.0,,2024-01-01 to 2025-12-31
GHG0200,Fresenius Medical Care,FME,Germany,Europe,Health Care,Dialysis,2022,0.7,0.5,,,1.2,6.2e-05,19375.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2030.0,,2024-01-01 to 2025-12-31
GHG0201,Siemens,SIE,Germany,Europe,Industrials,Diversified Industrial,2022,0.7,0.4,0.3,,1.1,1.5e-05,71977.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2030.0,,2024-01-01 to 2025-12-31
GHG0202,Rheinmetall,RHM,Germany,Europe,Industrials,Defense,2022,0.3,0.2,,,0.5,7.8e-05,6409.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2035.0,,2024-01-01 to 2025-12-31
GHG0203,Thyssenkrupp Nucera,NCX,Germany,Europe,Industrials,Green Hydrogen,2022,0.1,0.1,,,0.2,0.000417,480.0,GHG Protocol,SustainabilityReport_2023,False,,Electrolysis technology spinoff,2024-01-01 to 2025-12-31
GHG0204,HeidelbergMaterials,HEIG,Germany,Europe,Materials,Cement,2022,90.0,1.2,,,91.2,0.004323,21095.0,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0205,BASF,BAS,Germany,Europe,Materials,Chemicals,2022,17.3,5.1,4.2,,22.4,0.000257,87327.0,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0206,ThyssenKrupp,TKA,Germany,Europe,Materials,Steel,2022,12.1,2.9,,,15.0,0.000365,41118.0,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0207,Salzgitter AG,SZG,Germany,Europe,Materials,Steel,2022,8.9,1.1,,,10.0,0.002123,4710.0,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2033.0,,2024-01-01 to 2025-12-31
GHG0208,Covestro,1COV,Germany,Europe,Materials,Chemicals,2022,3.1,1.4,,,4.5,0.00025,17975.0,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2035.0,,2024-01-01 to 2025-12-31
GHG0209,Evonik,EVK,Germany,Europe,Materials,Specialty Chemicals,2022,2.8,1.1,,,3.9,0.000261,14924.0,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0210,Wacker Chemie,WCH,Germany,Europe,Materials,Chemicals,2022,2.2,1.6,,,3.8,0.000463,8200.0,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0211,Lanxess,LXS,Germany,Europe,Materials,Specialty Chemicals,2022,2.1,0.9,,,3.0,0.000447,6718.0,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2040.0,,2024-01-01 to 2025-12-31
GHG0212,Vonovia,VNA,Germany,Europe,Real Estate,Residential,2022,0.6,1.4,,,2.0,0.000416,4810.0,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2045.0,Germany's largest landlord,2024-01-01 to 2025-12-31
GHG0213,Lufthansa Group,LHA,Germany,Europe,Transportation,Airlines,2022,15.2,0.1,0.1,,15.3,0.000467,32770.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0214,Hapag-Lloyd,HLAG,Germany,Europe,Transportation,Shipping,2022,12.8,0.2,,,13.0,0.000357,36434.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2045.0,,2024-01-01 to 2025-12-31
GHG0215,RWE,RWE,Germany,Europe,Utilities,Electric Power,2022,97.8,0.8,,,98.6,0.002703,36476.0,EU_ETS,CDP_2023/AnnualReport_2023,True,2040.0,One of largest EU ETS emitters,2024-01-01 to 2025-12-31
GHG0216,EnBW,EBK,Germany,Europe,Utilities,Electric Power,2022,19.8,0.3,,,20.1,0.0003,67024.0,EU_ETS,SustainabilityReport_2023,True,2035.0,,2024-01-01 to 2025-12-31
GHG0217,E.ON,EOAN,Germany,Europe,Utilities,Gas & Power,2022,6.9,0.4,,,7.300000000000001,5.2e-05,139804.0,EU_ETS,CDP_2023/SustainabilityReport_2023,True,2040.0,,2024-01-01 to 2025-12-31
GHG0218,CRH,CRH,Ireland,Europe,Materials,Building Materials,2022,28.4,1.2,,,29.6,0.000904,32737.0,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0219,Smurfit Kappa,SKG,Ireland,Europe,Materials,Paper & Packaging,2022,3.8,1.2,,,5.0,0.00039,12823.0,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2030.0,,2024-01-01 to 2025-12-31
GHG0220,Kingspan,KRX,Ireland,Europe,Materials,Building Products,2022,0.3,0.2,,,0.5,6e-05,8282.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2030.0,,2024-01-01 to 2025-12-31
GHG0221,Ryanair,RYA,Ireland,Europe,Transportation,Airlines,2022,9.5,0.0,0.0,,9.5,0.000882,10775.0,EU_ETS/GHG Protocol,AnnualReport_2023,True,2050.0,Lowest CO2/pax in industry (claims),2024-01-01 to 2025-12-31
GHG0222,Eni,ENI,Italy,Europe,Energy,Integrated Oil & Gas,2022,27.6,2.2,,,29.8,0.000213,139664.0,EU_ETS/GHG Protocol,CDP_2023/AnnualReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0223,Leonardo,LDO,Italy,Europe,Industrials,Aerospace & Defense,2022,0.5,0.2,,,0.7,4.8e-05,14680.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2030.0,,2024-01-01 to 2025-12-31
GHG0224,Enel,ENEL,Italy,Europe,Utilities,Electric Power,2022,25.1,0.6,,,25.700000000000003,0.000183,140306.0,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2040.0,,2024-01-01 to 2025-12-31
GHG0225,Enel Green Power,—,Italy,Europe,Utilities,Renewables,2022,1.2,0.1,,,1.3,,,EU_ETS/GHG Protocol,SustainabilityReport_2023,True,2040.0,Subsidiary of Enel,2024-01-01 to 2025-12-31
GHG0226,ArcelorMittal,MT,Luxembourg,Europe,Materials,Steel,2022,163.0,6.3,,,169.3,0.00212,79843.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,World's largest steel company ex-China,2024-01-01 to 2025-12-31
GHG0227,Aperam,APAM,Luxembourg,Europe,Materials,Stainless Steel,2022,2.4,0.9,,,3.3,0.000572,5768.0,EU_ETS/GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2050.0,,2024-01-01 to 2025-12-31
GHG0228,Stellantis,STLA,Netherlands,Europe,Consumer Discretionary,Automotive,2022,3.7,2.2,1.8,,5.9,3.1e-05,189040.0,GHG Protocol,CDP_2023/SustainabilityReport_2023,True,2038.0,,2024-01-01 to 2025-12-31
GHG0229,Louis Dreyfus,—,Netherlands,Europe,Consumer Staples,Agricultural Trading,2022,3.2,0.8,,,4.0,,,GHG Protocol,SustainabilityReport_2023,False,,Privately held,2024-01-01 to 2025-12-31
